name,address
Delight Hotel,Hotel City: Dilla City  Kifle Ketema: Dilla  Sefer: Sebategna Menged Kebele: - Direction: In Front of Selam Clinic   Building:   Branch:   Flat: Phone: +251-46-3312808   +251-46-3312599
Abdi Nekemte People Living With HIV Association,NGO City: Nekemte City  Kifle Ketema: Nekemte  Sefer: Shele Kebele: 01 Direction: Inside 07 Kebele Office   Building:   Branch:   Flat: Phone: +251-57-6614780   +251-91-3304340
Benori Hotel,Hotel City: Nekemte City  Kifle Ketema: Nekemte  Sefer: Desalgne Hotel Kebele: 01 Direction: Around Desalegne Hotel   Building:   Branch:   Flat: Phone: +251-57-6614096
Yosef Alejera,House & Office Furniture City: Nekemte City  Kifle Ketema: Nekemte  Sefer: Tele Kebele: 01 Direction: Around Tele Head Office   Building:   Branch:   Flat: Phone: +251-57-6612383
Shewa Bar Hotel,"Restaurant, Bar and Bed Rooms City: Nekemte City  Kifle Ketema: Nekemte  Sefer: Adebabay Kebele: 01 Direction: In front of Total Gas Station   Building:   Branch:   Flat: Phone: +251-57-6611185"
Nekemet Addis Fana Ethiopia Hotel,"Restaurant, Bar and Bedrooms City: Nekemte City  Kifle Ketema: Nekemte  Sefer: Ethiopia Hotel Kebele: 01 Direction: Around Leka Ethiopia Negid Bank   Building:   Branch:   Flat: Phone: +251-57-6611088   +251-57-6611803"
Wegagen Hotel,Bar and Restaurant and Bed rooms City: Nekemte City  Kifle Ketema: Nekemte  Sefer: Ethiopia Hotel Kebele: 01 Direction: Near 3rd Police Station   Building:   Branch:   Flat: Phone: +251-57-6611508
Desta Hotel,"Restaurant, Bar and Bedrooms City: Nekemte City  Kifle Ketema: Nekemte  Sefer: Mazoria 1 Kebele: 01 Direction: Behind Adarashe   Building:   Branch:   Flat: Phone: +251-91-7046513"
Matu Resort Hotel,"Restaurant, Bar and Bedrooms City: Nekemte City  Kifle Ketema: Nekemte  Sefer: Mazoria 1 Kebele: 01 Direction: Near Nekemet University   Building:   Branch:   Flat: Phone: +251-57-8610303"
Kebebush Telila Hotel,"Restaurant, Bar and Bedrooms City: Nekemte City  Kifle Ketema: Nekemte  Sefer: Mazoria 1 Kebele: 01 Direction: Near Tele   Building:   Branch:   Flat: Phone: +251-57-6611552 P.O.Box 257"
Desalegne Hotel **,"Restaurant, Bar and Bedrooms City: Nekemte City  Kifle Ketema: Nekemte  Sefer: Mazoria 2 Kebele: 01 Direction: In front of Classic Cafe   Building:   Branch:   Flat: Phone: +251-57-6616262   +251-92-1830424"
Derde Hotel,"Restaurant, Bar and Bedrooms City: Nekemte City  Kifle Ketema: Nekemte  Sefer: Mazoria 2 Kebele: 01 Direction: Near Ketema Mewecha   Building:   Branch:   Flat: Phone: +251-57-6611269"
Adugna Geleta Hotel,Hotel City: Nekemte City  Kifle Ketema: Nekemte  Sefer: Mazegaja Kebele: 01 Direction: Near City Administration   Building:   Branch:   Flat: Phone: +251-91-7810209
Burka Oromiya School,Praimary School City: Nekemte City  Kifle Ketema: Nekemte  Sefer: Shele Kebele: 01 Direction: Around Debor School   Building:   Branch:   Flat: Phone: +251-57-6615200
Ifa Banera Nekemty Yebego Adragot Mahber,Association City: Nekemte City  Kifle Ketema: Nekemte  Sefer: Derge Kebele: 01 Direction: Around Africa Beza College   Building:   Branch:   Flat: Phone: +251-91-1808268
Farm Land Hotel,Hotel City: Nekemte City  Kifle Ketema: Nekemte  Sefer: GiGi Matemiya Kebele: 01 Direction: In front of High Court   Building:   Branch:   Flat: Phone: +251-57-6615150   +251-96-0202020
Wollega University,University City: Nekemte City  Kifle Ketema: Nekemte  Sefer: Dippo Oil Station Kebele: 01 Direction: Around Dippo Oil Station   Building:   Branch:   Flat: Phone: +251-57-6617981   +251-57-6615396   +251-57-8619057 Fax: +251-57-6617980 P.O.Box 395
Nekemts Sinan Hiv Aids Positive Women Association,Association City: Dabat City  Kifle Ketema: Dabat  Sefer: Kebele: 01 Direction: Inside 04 Kebele   Building:   Branch:   Flat: Phone: +251-57-6617331
Getva Hotel,"Restaurant and Bar, BedRooms and Internet Service City: Debre Birhan City  Kifle Ketema: Debre Birhan  Sefer: Debre Birhan Kebele: 03 Direction: In front of Zeryakob School   Building:   Branch:   Flat: Phone: +251-11-6813607/09   +251-11-6375040   +251-93-0071265"
Hiwot Hotel,Hotel City: Debre Birhan City  Kifle Ketema: Debre Birhan  Sefer: Selassie Kebele: 02 Direction: In Front of Stadium   Building:   Branch:   Flat: Phone: +251-11-6814698   +251-91-229280
Semayawi Internatrional Hotel,"Restaurant , Bar and Bedrooms City: Debre Birhan City  Kifle Ketema: Debre Birhan  Sefer: Menaharia Kebele: 02 Direction: From Menaharia 300 m to semen direction Around Shell Gas Station   Building:   Branch:   Flat: Phone: +251-11-6811819   +251-91-1633618"
Yenegew tesfa Sne Tewaldo Limat Mahber,Association City: Debre Birhan City  Kifle Ketema: Debre Birhan  Sefer: Menaharia Kebele: 02 Direction: Around Withdom Micro Finance   Building:   Branch:   Flat: Phone: +251-91-3686476
Ethio Bernos Hotel,Hotel City: Debre Birhan City  Kifle Ketema: Debre Birhan  Sefer: Menaharia Kebele: 02 Direction: Near Main Menehariya   Building:   Branch:   Flat: Phone: +251-11-6375686   +251-93-0362151
Helen Hotel,"Restaurant, Bar and Bedrooms City: Debre Birhan City  Kifle Ketema: Debre Birhan  Sefer: Girma hotel Kebele: 08 Direction: In front of Girma Hotel   Building:   Branch:   Flat: Phone: +251-11-6811204"
Oriental Hotel,"Restaurant, Bar and Bedrooms City: Debre Birhan City  Kifle Ketema: Debre Birhan  Sefer: hailmeskel Hotel Kebele: 06 Direction: Near Shell Gas Station   Building:   Branch:   Flat: Phone: +251-11-6812273"
Chrsitian Mission Fellowship Internation,NGO City: Debre Birhan City  Kifle Ketema: Debre Birhan  Sefer: Noc Gas Station Kebele: 02 Direction: Around Noce Station   Building:   Branch:   Flat: Phone: +251-11-6546892
Adventist Academy,Praimary School City: Debre Birhan City  Kifle Ketema: Debre Birhan  Sefer: Shell Kebele: 02 Direction: Around Adventist Church   Building:   Branch:   Flat: Phone: +251-11-6812727
Hewan Viresu Women Living With HIV Association,Association City: Debre Birhan City  Kifle Ketema: Debre Birhan  Sefer: Shell Kebele: 02 Direction: Inside Kebele 03   Building:   Branch:   Flat: Phone: +251-91-3798504
Debre Markos University,University City: Debre Markos City  Kifle Ketema: Debre Markos  Sefer: Endemata Church Kebele: 02 Direction: Around Endemata church   Building:   Branch:   Flat: Phone: 251-58-7711646   251-58-7714281 Fax: 251-58-7711764   251-58-7716768
Debre Eliase School,Scondary School City: Debre Elias City  Kifle Ketema: Debre Elias  Sefer: Abukute Kebele: 01 Direction: Around Beder Kuteba   Building:   Branch:   Flat: Phone: +251-58-2500251
Debre Tabor University,University City: Debre Tabor City  Kifle Ketema: Debre Tabor  Sefer: Diqaaye Kebele: - Direction: Near Saba Engineering   Building:   Branch:   Flat: Phone: +251-58-1416290   +251-58-1410495
Fikre Selam Hotel,"Restaurant, Bar and Bedrooms City: Debre Markos City  Kifle Ketema: Debre Markos  Sefer: Menaharia Kebele: 02 Direction: Around Menaheria   Building:   Branch:   Flat: Phone: +251-58-7716902"
Help a Life Foundation,NGO City: Debre Markos City  Kifle Ketema: Debre Markos  Sefer: Menaharia Kebele: 01 Direction: Near Glorey Hotel   Building:   Branch:   Flat: Phone: +251-91-1817892
F.M International Hotel,"Restaurant, Bar and Bedrooms City: Debre Markos City  Kifle Ketema: Debre Markos  Sefer: Adebabay Kebele: 04 Direction: In front of Debremarkos deste   Building:   Branch:   Flat: Phone: +251-58-7713227"
Migbare Senay Children and Family Support Organaization,NGO City: Debre Markos City  Kifle Ketema: Debre Markos  Sefer: Adebabay Kebele: 01 Direction: In front of Sami Building   Building:   Branch:   Flat: Phone: +251-58-7713400   +251-91-1457792
Ethio Germen Park,Bar and Restaurant City: Debre Sina City  Kifle Ketema: Debre Sina  Sefer: Adebabay Kebele: 01 Direction: From deber libanos gedam 1KM   Building:   Branch:   Flat: Phone: +251-92-2383490
Shebelle Hotel,"Restraurant, Bar and Bedrooms City: Debre Markos City  Kifle Ketema: Debre Markos  Sefer: post office Kebele: 05 Direction: In front of Oilbiya Gas Station   Building:   Branch:   Flat: Phone: +251-58-7711410   +251-91-1745136 Fax: +251-58-7711125"
Eyerusalem Hotel,"Restaurant, Bar and Badrooms City: Debre Markos City  Kifle Ketema: Debre Markos  Sefer: Abama Church Road Kebele: 01 Direction: Nebeyu Werku Building Ground floor   Building:   Branch:   Flat: Phone: +251-58-7717057"
Menkorer Hotel,"Restaurant, Bar and bedrooms City: Debre Markos City  Kifle Ketema: Debre Markos  Sefer: Tsedeye Hotel Kebele: 04 Direction: Near Teklehaymanot Hotel   Building:   Branch:   Flat: Phone: +251-58-7712725"
Dity Academy,Praimary School City: Debre Tabor City  Kifle Ketema: Debre Tabor  Sefer: Kebele 01 Kebele: - Direction: Behibd Debr tabor Hospital   Building:   Branch:   Flat: Phone: +251-58-4413850
Gafate School,Praimary School City: Debre Tabor City  Kifle Ketema: Debre Tabor  Sefer: Kebele 01 Kebele: - Direction: Behind Menaharya   Building:   Branch:   Flat: Phone: +251-58-4410207
Ferta Wereda Hiwot Adin People Living With Hiv Aids Charitable Association,Association City: Debre Tabor City  Kifle Ketema: Debre Tabor  Sefer: Kebele 01 Kebele: - Direction: Inside Farta Wereda   House No.: 999999 Building:   Branch:   Flat: Phone: +251-58-4410913
Litaf School,Kindergarten City: Debre Tabor City  Kifle Ketema: Debre Tabor  Sefer: Msegide Kebele: - Direction: In front of Gafat School   Building:   Branch:   Flat: Phone: +251-58-4412690
Hagere Selam School,Praimary School City: Debre Tabor City  Kifle Ketema: Debre Tabor  Sefer: Gafat Kebele: - Direction: Around Gafate School   Building:   Branch:   Flat: Phone: +251-58-4411270
Addis Zemen School,Scondary School City: Debre Tabor City  Kifle Ketema: Debre Tabor  Sefer: Kebele 03 Kebele: - Direction: Near Police Station   Building:   Branch:   Flat: Phone: +251-58-4440044
Sentayehu School,Scondary School City: Debre Markos City  Kifle Ketema: Debre Markos  Sefer: Sami Building Kebele: 01 Direction: Around New Man School   Building:   Branch:   Flat: Phone: +251-58-7711901
Bethle School,Kindergarten City: Debre Markos City  Kifle Ketema: Debre Markos  Sefer: Bete Menegeset Kebele: 01 Direction: Near Dashen Bank   Building:   Branch:   Flat: Phone: +251-58-7711036
Sewech lesewoch School,Praimary School City: Debre Markos City  Kifle Ketema: Debre Markos  Sefer: Asetedader Kebele: 01 Direction: Near Asetedader Buildig   Building:   Branch:   Flat: Phone: +251-58-2610058
Fasika School,From Kindergarden to Primary School City: Debre Markos City  Kifle Ketema: Debre Markos  Sefer: Stadium Kebele: 01 Direction: Near Hedase Tena Tabiya   Building:   Branch:   Flat: Phone: +251-58-7711757
Ransom Relief and Development Association,Association City: Debre Markos City  Kifle Ketema: Debre Markos  Sefer: Stadium Kebele: 01 Direction: Near D/Markos Stadium   Building:   Branch:   Flat: Phone: +251-58-7714750   +251-91-8779733
Debre Berhan Tannery p.l.c,Tannery Product City: Addis Ababa City  Kifle Ketema: Kirkos  Sefer: Meskel Adebabay Kebele: 20/21 Direction: In front of Meskal Square kiraye Betoch Building   Building:   Branch:   Flat: Phone: 251-11-5516906   251-11-5516784   251-91-1204531 Fax: 251-11-5517114 P.O.Box 5557
Debre Berhan Blanket Factory,Blanket Factory City: Addis Ababa City  Kifle Ketema: Kirkos  Sefer: Mexico Kebele: 07 Direction: In front of philips Building   Building:   Branch:   Flat: Phone: +251-11-5517044   +251-11-5156301   +251-11-5510464 Fax: 251-11-5513080 P.O.Box 1338 Website/Email: addis@dbbfplc.com
Alghad Birhan P.L.C,Clothes and Cosmetics City: Addis Ababa City  Kifle Ketema: Kirkos  Sefer: Biherawi Kebele: 15/16 Direction: In front of Biherawi Theater   Building:   Branch:   Flat: Phone: 251-11-5513948 Fax: 251-11-5151414
Addis Birhan School,Primary School City: Addis Ababa City  Kifle Ketema: Gulele  Sefer: Kechene Kebele: 01/02 Direction: Near Kebele Mezenagna   Building:   Branch:   Flat: Phone: +251-11-1568206
Admasu Birhan School,From Nursery -4th Grade City: Addis Ababa City  Kifle Ketema: Kolfe Keranyo  Sefer: Karakory Kebele: 04 Direction: From Ruta Bar 200m   Building:   Branch:   Flat: Phone: 251-11-3480820
Debre Sena Kidus Egziabher School,From Kindergarden to Primary School City: Addis Ababa City  Kifle Ketema: Gulele  Sefer: Entoto Kebele: 01/02 Direction: Near Egziabher Abe Church   Building:   Branch:   Flat: Phone: +251-11-1273282
Netsanet Birhan Elementary Public School,Elementary Public School City: Addis Ababa City  Kifle Ketema: Kirkos  Sefer: Meskel Flower Kebele: 02/03 Direction: In front of Sur Construction   Building:   Branch:   Flat: Phone: 251-11-4166514
Birhan Fana Charitable Societies Association,Association City: Dangla City  Kifle Ketema: Dangla  Sefer: 04 Kebele Kebele: 04 Direction: Inside Finance and Economic Office   Building:   Branch:   Flat: Phone: +251-91-8269086
Wisate Birhan Abera Blind's Music Training Center,Blind's Music Training Center City: Addis Ababa City  Kifle Ketema: Gulele  Sefer: jale Meda Kebele: 01/02 Direction: Behind Andegna police station   Building:   Branch:   Flat: Phone: +251-11-1234098
Finote Birhan Community Based Child Care and Support Association,Ngo City: Addis Ababa City  Kifle Ketema: Kirkos  Sefer: Olympia Kebele: 04 Direction: In front of Ice blue restaurant   Building: Mega building   Branch:   Flat: 9th Floor Phone: +251-91-1246418
Kombolcha Housing Dev't Agency,Housing Dev't Agency City: Kombolcha City  Kifle Ketema: Kombolecha  Sefer: Menaharia Kebele: 02 Direction: Behind Sun Cafe   Building:   Branch:   Flat: Phone: +251-33-5515443
Kombolcha Wisdom Micro Finance,Credit and Saving Service City: Kombolcha City  Kifle Ketema: Kombolecha  Sefer: Menaharia Kebele: 02 Direction: Near Medehene   House No.: 999999 Building:   Branch:   Flat: Phone: 251-33-5512814
Kombolcha City Administration,Government Office City: Kombolcha City  Kifle Ketema: Kombolecha  Sefer: Menaharia Kebele: 02 Direction: Inside Abkute Building   Building:   Branch:   Flat: Phone: +251-33-5514062
Kombolcha Post Office,Post Office City: Kombolcha City  Kifle Ketema: Kombolecha  Sefer: Romania kibeb Kebele: 03 Direction: In front of Weheni bet   Building:   Branch:   Flat: Phone: 251-33-5510377
Kombolcha Mesenado School,Scondary School City: Kombolcha City  Kifle Ketema: Kombolecha  Sefer: Megembiya Kebele: 02 Direction: Around Selesh Building   Building:   Branch:   Flat: Phone: +251-33-5512084
Wollo University Kombolcha Campus,Governmental Office wollo university City: Kombolcha City  Kifle Ketema: Kombolecha  Sefer: Abesha Ager Kebele: 02 Direction: In front of Adebabaye   Building:   Branch:   Flat: Phone: +251-33-1190881   +251-33-5512497
Kombolcha Steel Products Industry Plc,Manufacturing & Selling of Different Types of Metal & Engineering Products Manufacturing City: Gelan City  Kifle Ketema: Gelan  Sefer: Gelan Kebele: 01 Direction: come inside 50m Sunshine Construction   Building:   Branch:   Flat: Phone: +251-11-4450110
Kombolcha Children Hope Development Association,NGO City: Kombolcha City  Kifle Ketema: Kombolecha  Sefer: Menaharia Kebele: 02 Direction: Around kebele 2   Building:   Branch:   Flat: Phone: +251-91-0131928
Kombolcha Tesfa Hiwot Development Association,Association City: Kombolcha City  Kifle Ketema: Kombolecha  Sefer: Menaharia Kebele: 02 Direction: Inside Kebele 03 Office   House No.: 999 Building:   Branch:   Flat: Phone: +251-33-5514093   +251-91-3448409
Kombolcha Central Warehouse Disaster Prevention and Preparedness Agency,Governmental Office City: Kombolcha City  Kifle Ketema: Kombolecha  Sefer: Aregologi Kebele: 02 Direction: Around Condominium   Building:   Branch:   Flat: Phone: +251-33-5510305
Wisdom Micro Finace Institution S.c,Loan and Saving Service City: Kombolcha City  Kifle Ketema: Kombolecha  Sefer: Menaharia Kebele: 02 Direction: Around Ethiopian Insurance Corporation   Building:   Branch:   Flat: Phone: +251-33-5512814
Tekele Hotel,"Restaurant, Bar and Bedrooms City: Kombolcha City  Kifle Ketema: Kombolecha  Sefer: Shewa Ber Kebele: 02 Direction: Around Voltage Garage   Building:   Branch:   Flat: Phone: +251-33-5510056"
Haregologi Hotel,"Restaurant, Bar and Bedrooms City: Kombolcha City  Kifle Ketema: Kombolecha  Sefer: NOc Gas Station Kebele: 04 Direction: In front of NOC Gas Station   Building:   Branch:   Flat: Phone: +251-33-5513767"
Mekan Eyesuse Church,Praimary School City: Kombolcha City  Kifle Ketema: Kombolecha  Sefer: Bure Hotel Kebele: 02 Direction: Around Bure Hotel   Building:   Branch:   Flat: Phone: +251-33-5510558
AMSAY Supermarket,Share Company City: Kombolcha City  Kifle Ketema: Kombolecha  Sefer: Gebreal Church Kebele: 02 Direction: In Front of Ferehan Building   Building:   Branch:   Flat: Phone: +251-91-2970068
Serdem School,Praimary School City: Kombolcha City  Kifle Ketema: Kombolecha  Sefer: Metitolo Kebele: 02 Direction: Around Bajaje Mazoriya   Building:   Branch:   Flat: Phone: +251-33-5510014
Shasheber School,Praimary School City: Kombolcha City  Kifle Ketema: Kombolecha  Sefer: Awus Code Kebele: 02 Direction: Around Seleshi Building   Building:   Branch:   Flat: Phone: +251-33-5513142
Sunny Side Hotel,"Bar and Restaurant, Bed Rooms & Internet Service City: Kombolcha City  Kifle Ketema: Kombolecha  Sefer: Shisha Ber Kebele: 02 Direction: In front of Noke Gas Station   Building:   Branch:   Flat: Phone: +251- 33-5512869   +251-91-1205102"
Mohammed Ali Mohammed,Rice and Oil Importer City: Kombolcha City  Kifle Ketema: Kombolecha  Sefer: Autobis Tera Kebele: 02 Direction: Around Fiker Marketing Center   Building:   Branch:   Flat: Phone: +251-91-1793222
Komblocha Revenue Office,Revenue Office City: Kombolcha City  Kifle Ketema: Kombolecha  Sefer: Total Kebele: 02 Direction: Infront of Sun Cafe   Building:   Branch:   Flat: Phone: +251-33-5510080
Kombolcha Textile S.C,Textiles Factory City: Addis Ababa City  Kifle Ketema: Kirkos  Sefer: Ambassador Kebele: 15/16 Direction: Around Ambassador Theater   Building:   Branch:   Flat: Phone: 251-11-5511805   251-11-5513797   251-91-1882383/81 P.O.Box 126
Kombolcha Leather Factory P.L.C,Leather and Hide Factory City: Addis Ababa City  Kifle Ketema: Kirkos  Sefer: Ambassador Kebele: 15/16 Direction: In front of Ambassader Theater   Building:   Branch:   Flat: Phone: 251-11-5514075 Fax: 251-11-5518098
Leule Office and House Furniture,Office and House Furniture City: Hawasa City  Kifle Ketema: Hawassa  Sefer: Tabor Kebele: - Direction: Around Tabor School   Building:   Branch:   Flat: Phone: +251-91-6823432
Impact Development Association,Ngo City: Hawasa City  Kifle Ketema: Tabor  Sefer: Tilte Kebele: 01 Direction: Infront of Hill Side Hotel   Building:   Branch:   Flat: Phone: +251-91-1389670
Envisage for Better Life,NGO City: Gondar City  Kifle Ketema: Gondar  Sefer: Kebele: - Direction: Around Hawassa Technical and Vocational Training College   Building:   Branch:   Flat: Phone: +251-91-1745416
S/N/N/P/R/S Health Bureau,Health Bureau City: Hawasa City  Kifle Ketema: Tabor  Sefer: Kebele 07 Kebele: 01 Direction: Around Mountain snack   Building:   Branch:   Flat: Phone: +251-46-2209208/09
Tabor Clinic,Womb Medical City: Hawasa City  Kifle Ketema: Hawassa  Sefer: Alamura Kifelketema Kebele: 07 Direction: Around Nigat Sisay Hotel   Building:   Branch:   Flat: Phone: 251-46-2204994
Tabor Ceramics Products Facotry,"Dinner or Lunch Sets, Kitchen Materials, Bathroom Equipments & Mats Working Hour: from 8:30am-5:00pm  City: Addis Ababa City  Kifle Ketema: Arada  Sefer: Atkelt Tera Kebele: 01/02 Direction: Inside Old Post Office   Building:   Branch:   Flat: Phone: +251-11-1551577   +251-11-1576862/63 Fax: +251-11-1552577 P.O.Box 3013"
Habesha Hayelom Tabor Wood and Steel Production,Wood and Steel Production City: Addis Ababa City  Kifle Ketema: Nefassilk Lafto  Sefer: Lafto Kebele: 01 Direction: In Side Industry Mender   Building:   Branch:   Flat: Phone: +251-91-1384622
Adigerat University,University City: Adigrat City  Kifle Ketema: Adigrat  Sefer: Piassa Kebele: 01 Direction: Around Adigrat Secondary School   Building:   Branch:   Flat: Phone: +251-34-4452180
Eve Hotel,"Restaurant, Bar and Bedrooms City: Adigrat City  Kifle Ketema: Adigrat  Sefer: Mazoria Kebele: 01 Direction: Around Fawneten   Building:   Branch:   Flat: Phone: +251-34-4451120"
Agoro Lodge,Lodge City: Adigrat City  Kifle Ketema: Adigrat  Sefer: Agoro Kebele: 01 Direction: Infront Of Agoro School   Building:   Branch:   Flat: Phone: +251-34-8450202/03
Kenan Hotel,Hotel City: Adigrat City  Kifle Ketema: Adigrat  Sefer: Golgolta Medhaniyalem Kebele: 01 Direction: Infront Of Golgolta Medihaniyalem Church   Building:   Branch:   Flat: Phone: +251-34-4452821/23   +251-93-5406334
Blue Nile Tannery p.l.c,Leather and Leather product City: Sebeta City  Kifle Ketema: Sebeta  Sefer: Sebeta Kebele: 01 Direction: Around Gojebe hotel (Sebeta)   Building:   Branch:   Flat: Phone: 251-11-3380816/17/18   251-91-1206130 Fax: 251-11-2380600 P.O.Box 9339
Toto Garment,Garment City: Sebeta City  Kifle Ketema: Sebeta  Sefer: Sebeta Kebele: 01 Direction: Around Saygen Dima Textile   Building:   Branch:   Flat: Phone: +251-93-0070746
Oromia Regional State Finifine Surrounding Special Zone Sebeta City Administration,Sebeta City Administration City: Sebeta City  Kifle Ketema: Sebeta  Sefer: Mazegaja Kebele: 01 Direction: Behind Niged Bank   Building:   Branch:   Flat: Phone: +251-11-3333767   +251-11-3384007   +251-11-3383882 Website/Email: bmssebeta@yahoo.com    www.sebetacityadministration.gov.et
Sebeta gym Cinema,Cinema City: Sebeta City  Kifle Ketema: Sebeta  Sefer: High School Kebele: 01 Direction: Near Oftana Hotel   Building:   Branch:   Flat: Phone: +251-91-2070931   +251-91-1227353
Sebeta Aynesewuran School,Primary School City: Sebeta City  Kifle Ketema: Sebeta  Sefer: Kebele 01 Kebele: 01 Direction: Yuhanes Gemeda Building   Building:   Branch:   Flat: Phone: +251-11-3380661
Yosam Bar and Restaurant,Bar and Restaurant City: Sebeta City  Kifle Ketema: Sebeta  Sefer: Nigde Bank Kebele: 01 Direction: Near St.Mary church   Building:   Branch:   Flat: Phone: +251-11-3380123
Eyoham,Bar and Restaurant City: Sebeta City  Kifle Ketema: Sebeta  Sefer: Yedero Menaharia Kebele: 01 Direction: Around Mariam Church   Building:   Branch:   Flat: Phone: +251-11-3380123
Y N Construction Material Import P.L.C,Construction Material Import City: Sebeta City  Kifle Ketema: Sebeta  Sefer: Taxi Mazoria Kebele: 01 Direction: Infront of Yethiopian Myet yetesanachew School   Building:   Branch:   Flat: Phone: +251-91-1780216
Bright Technology & Business School,Technology & Business School City: Sebeta City  Kifle Ketema: Sebeta  Sefer: Bankoch sefer Kebele: 01 Direction: Inside Awash International Bank Sebeta Branch   Building:   Branch:   Flat: Phone: +251-91-1948714    +251-96-6984141
Farice School,Praimary School City: Sebeta City  Kifle Ketema: Sebeta  Sefer: Alem Gena Kebele: 01 Direction: Behind 02 Kebele   Building:   Branch:   Flat: Phone: +251-11-3381618
Twoderos Drug Store,Drug Store Working Hour: 2:00AM-12:00PM  City: Sebeta City  Kifle Ketema: Sebeta  Sefer: Welete Kebele: 01 Direction: Around Dashen Bank Weleti Branch   Building:   Branch:   Flat: Phone: +251-11-6530459   +251-91-1670048
Selame Tesfa School,Praimary School City: Sebeta City  Kifle Ketema: Sebeta  Sefer: Welete Kebele: 01 Direction: Near Tele   Building:   Branch:   Flat: Phone: +251-11-3540353
Mebratu Kinfu Plastic Factory,Plastic Factory City: Sebeta City  Kifle Ketema: Sebeta  Sefer: Welete Kebele: 01 Direction: Infront Of Zenebe Ferew Real Estate   Building:   Branch:   Flat: Phone: +251-11-3540437   +251-92-9047858/59
Meta Abo Berwery S.C,"Meta,Guinness, Azmera, Zemen Beer and Malt Guinness factory City: Sebeta City  Kifle Ketema: Sebeta  Sefer: High School Kebele: 01 Direction: 3k/m Far From Sebeta City Around Abo Church   Building:   Branch:   Flat: Phone: 251-11-3383110/19   251-11-2782002A/A Fax: 251-11-3383125 P.O.Box 3351"
Berhan Wongil School,Praimary School City: Sebeta City  Kifle Ketema: Sebeta  Sefer: High School Kebele: 01 Direction: Near Berhan Wengil Church   Building:   Branch:   Flat: Phone: +251-11-3384129
Mothers Disabled Devlopmen Organization,NGO City: Sebeta City  Kifle Ketema: Sebeta  Sefer: High School Kebele: 01 Direction: Around Menahariya   Building:   Branch:   Flat: Phone: +251-91-1480385
BMET,Electric Materials Shop City: Sebeta City  Kifle Ketema: Sebeta  Sefer: High School Kebele: 01 Direction: Around Saygen Dima Textile   Building:   Branch:   Flat: Phone: +251-11-3662034
Bmet Energy Telecom Industry,Cable factory City: Sebeta City  Kifle Ketema: Sebeta  Sefer: Dima Kebele: 01 Direction: Around Saygne Dima Texstile   Building:   Branch:   Flat: Phone: +251-11-3662007
Seda Textile,Textile City: Sebeta City  Kifle Ketema: Sebeta  Sefer: Dima Kebele: 01 Direction: Around Jimma Road   Building:   Branch:   Flat: Phone: +251-91-3215887
Tramp Business P.L.C,Nova Water Factory City: Sebeta City  Kifle Ketema: Sebeta  Sefer: Kebele 02 Kebele: 01 Direction: Around Arbaminch Textile Factory   Building:   Branch:   Flat: Phone: +251-11-3662099   +251-96-5567575
Oromia Dental Clinic,Dental Clinic City: Sebeta City  Kifle Ketema: Sebeta  Sefer: Nigde Bank Kebele: 01 Direction: In front of Niged Bank   Building: Obadi Building   Branch:   Flat: Ground Floor Phone: +251-91-1937965
Sebeta Agro-Industry p.l.c,Mama Milk Factory City: Addis Ababa City  Kifle Ketema: Bole  Sefer: Hayhulet Mazoria Kebele: 01 Direction: Around Zeryune Building   Building:   Branch:   Flat: Phone: +251-11-6616777   +251-92-2727674   +251-11-3380037
Burayu City Adminstration,City Adminstration City: Burayu City  Kifle Ketema: Burayu  Sefer: Mariam Sefer Kebele: 01 Direction: In front of karton Enterprise   Building:   Branch:   Flat: Phone: +251-11-2841976   +251-11-2844189 Fax: +251-11-2843683
Burayu Packaging & Printing Industry,"Corrugated Carton Box,Different Duplex Packets ,paper cone,paper tube,cake tray, labels,with multi color print City: Addis Ababa City  Kifle Ketema: Kirkos  Sefer: Bambis Kebele: 01/19 Direction: Infront of NOC Gas station Inside Ziquala Complex Ground Floor   Building:   Branch:   Flat: Phone: +251-11-5548152/53/54/55/56/57   +251-91-1211540 Fax: +251-11-5548151 P.O.Box 25469 code 1000 Website/Email: burayudevelopment@yahoo.com"
Burayu Abattoirs P.L.C,Meat Distributors City: Burayu City  Kifle Ketema: Burayu  Sefer: Sega bet Kebele: 01 Direction: Around Sega Bet   Building:   Branch:   Flat: Phone: +251-91-1415068
Burayu Ketta Kindergarten and Primary School,From KG - Primary School City: Burayu City  Kifle Ketema: Burayu  Sefer: Mesgid Kebele: 01 Direction: Around Mesgid   Building:   Branch:   Flat: Phone: 251-11-2840857
Fraol Hotel,Hotel City: Burayu City  Kifle Ketema: Burayu  Sefer: Mariam Sefer Kebele: 01 Direction: Around Sarem Food Complex   House No.: 9999 Building:   Branch:   Flat: Phone: +251-92-9427677   +251-91-3331266
Great Family,Fome Factory City: Burayu City  Kifle Ketema: Burayu  Sefer: Mesgid Kebele: 01 Direction: Fita Sefer Akababi   House No.: 999999 Building:   Branch:   Flat: Phone: +251-93-0014500/10/15
Al-Kemr P.L.C,Flour Factory City: Burayu City  Kifle Ketema: Burayu  Sefer: Yetebaberut Gas Station Kebele: 01 Direction: Around Yetebaberut Gas Station   Building:   Branch:   Flat: Phone: 251-11-2842268
